gsm	title	series_id	source_name_ch1	characteristics_ch1	treatment_protocol_ch1	extract_protocol_ch1	description	supplementary_file	relevant	tissue	cell_type	disease
GSM1429528	genomic DNA from formalin fixed paraffin embedded normal kidney 1	GSE59157	normal kidney 1	"tissue: normal kidney;	matched trios: matched trio 1;	matched pairs: matched pair 1;	Sex: M;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429529	genomic DNA from formalin fixed paraffin embedded normal kidney 2	GSE59157	normal kidney 2	"tissue: normal kidney;	matched trios: NA;	matched pairs: matched pair 2;	Sex: F;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429530	genomic DNA from formalin fixed paraffin embedded normal kidney 3	GSE59157	normal kidney 3	"tissue: normal kidney;	matched trios: matched trio 2;	matched pairs: matched pair 3;	Sex: F;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429531	genomic DNA from formalin fixed paraffin embedded normal kidney 4	GSE59157	normal kidney 4	"tissue: normal kidney;	matched trios: NA;	matched pairs: NA;	Sex: F;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429532	genomic DNA from formalin fixed paraffin embedded normal kidney 5	GSE59157	normal kidney 5	"tissue: normal kidney;	matched trios: matched trio 3;	matched pairs: matched pair 4;	Sex: M;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429533	genomic DNA from formalin fixed paraffin embedded normal kidney 6	GSE59157	normal kidney 6	"tissue: normal kidney;	matched trios: NA;	matched pairs: NA;	Sex: F;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429534	genomic DNA from formalin fixed paraffin embedded normal kidney 7	GSE59157	normal kidney 7	"tissue: normal kidney;	matched trios: NA;	matched pairs: NA;	Sex: M;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429535	genomic DNA from formalin fixed paraffin embedded normal kidney 8	GSE59157	normal kidney 8	"tissue: normal kidney;	matched trios: NA;	matched pairs: NA;	Sex: F;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429536	genomic DNA from formalin fixed paraffin embedded normal kidney 9	GSE59157	normal kidney 9	"tissue: normal kidney;	matched trios: NA;	matched pairs: NA;	Sex: M;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429537	genomic DNA from formalin fixed paraffin embedded normal kidney 10	GSE59157	normal kidney 10	"tissue: normal kidney;	matched trios: NA;	matched pairs: NA;	Sex: M;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429538	genomic DNA from formalin fixed paraffin embedded normal kidney 11	GSE59157	normal kidney 11	"tissue: normal kidney;	matched trios: matched trio 4;	matched pairs: matched pair 5;	Sex: F;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429539	genomic DNA from formalin fixed paraffin embedded normal kidney 12	GSE59157	normal kidney 12	"tissue: normal kidney;	matched trios: matched trio 5;	matched pairs: matched pair 6;	Sex: F;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429540	genomic DNA from formalin fixed paraffin embedded normal kidney 13	GSE59157	normal kidney 13	"tissue: normal kidney;	matched trios: matched trio 6;	matched pairs: matched pair 7;	Sex: M;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429541	genomic DNA from formalin fixed paraffin embedded normal kidney 14	GSE59157	normal kidney 14	"tissue: normal kidney;	matched trios: NA;	matched pairs: NA;	Sex: M;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429542	genomic DNA from formalin fixed paraffin embedded normal kidney 15	GSE59157	normal kidney 15	"tissue: normal kidney;	matched trios: NA;	matched pairs: NA;	Sex: M;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429543	genomic DNA from formalin fixed paraffin embedded normal kidney 16	GSE59157	normal kidney 16	"tissue: normal kidney;	matched trios: matched trio 7;	matched pairs: matched pair  8;	Sex: M;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429544	genomic DNA from formalin fixed paraffin embedded normal kidney 17	GSE59157	normal kidney 17	"tissue: normal kidney;	matched trios: NA;	matched pairs: NA;	Sex: F;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429545	genomic DNA from formalin fixed paraffin embedded normal kidney 18	GSE59157	normal kidney 18	"tissue: normal kidney;	matched trios: matched trio 8;	matched pairs: matched pair 9;	Sex: F;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429546	genomic DNA from formalin fixed paraffin embedded normal kidney 19	GSE59157	normal kidney 19	"tissue: normal kidney;	matched trios: matched trio 9;	matched pairs: matched pair 10;	Sex: F;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429547	genomic DNA from formalin fixed paraffin embedded normal kidney 20	GSE59157	normal kidney 20	"tissue: normal kidney;	matched trios: NA;	matched pairs: NA;	Sex: F;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429548	genomic DNA from formalin fixed paraffin embedded normal kidney 21	GSE59157	normal kidney 21	"tissue: normal kidney;	matched trios: matched trio 10;	matched pairs: matched pair 11;	Sex: F;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429549	genomic DNA from formalin fixed paraffin embedded normal kidney 22	GSE59157	normal kidney 22	"tissue: normal kidney;	matched trios: NA;	matched pairs: NA;	Sex: F;	laterality: NA;	overall tumour histology: NA;	disease state: normal"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Healthy
GSM1429550	genomic DNA from formalin fixed paraffin embedded normal kidney 23	GSE59157	Wilms tumour 1	"tissue: Wilms tumour;	matched trios: NA;	matched pairs: NA;	Sex: M;	laterality: Bilateral;	overall tumour histology: mixed;	disease state: cancer"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Wilms tumor
GSM1429551	genomic DNA from formalin fixed paraffin embedded normal kidney 24	GSE59157	Wilms tumour 2	"tissue: Wilms tumour;	matched trios: matched trio 11;	matched pairs: matched pair 12;	Sex: F;	laterality: Bilateral;	overall tumour histology: stromal;	disease state: cancer"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Wilms tumor
GSM1429552	genomic DNA from formalin fixed paraffin embedded normal kidney 25	GSE59157	Wilms tumour 3	"tissue: Wilms tumour;	matched trios: matched trio 12;	matched pairs: matched pair 13;	Sex: F;	laterality: Bilateral;	overall tumour histology: mixed;	disease state: cancer"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Wilms tumor
GSM1429553	genomic DNA from formalin fixed paraffin embedded normal kidney 26	GSE59157	Wilms tumour 4	"tissue: Wilms tumour;	matched trios: matched trio 13;	matched pairs: matched pair 14;	Sex: F;	laterality: Unilateral;	overall tumour histology: mixed;	disease state: cancer"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Wilms tumor
GSM1429554	genomic DNA from formalin fixed paraffin embedded normal kidney 27	GSE59157	Wilms tumour 5	"tissue: Wilms tumour;	matched trios: NA;	matched pairs: NA;	Sex: M;	laterality: Unilateral;	overall tumour histology: blastemal;	disease state: cancer"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Wilms tumor
GSM1429555	genomic DNA from formalin fixed paraffin embedded normal kidney 28	GSE59157	Wilms tumour 6	"tissue: Wilms tumour;	matched trios: matched trio 14;	matched pairs: matched pair 15;	Sex: F;	laterality: Unilateral;	overall tumour histology: mixed;	disease state: cancer"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Wilms tumor
GSM1429556	genomic DNA from formalin fixed paraffin embedded normal kidney 29	GSE59157	Wilms tumour 7	"tissue: Wilms tumour;	matched trios: NA;	matched pairs: matched pair 16;	Sex: M;	laterality: Unilateral;	overall tumour histology: epithelial;	disease state: cancer"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Wilms tumor
GSM1429557	genomic DNA from formalin fixed paraffin embedded normal kidney 30	GSE59157	Wilms tumour 8	"tissue: Wilms tumour;	matched trios: matched trio 15;	matched pairs: matched pair 17;	Sex: F;	laterality: Unilateral;	overall tumour histology: regressive;	disease state: cancer"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Wilms tumor
GSM1429558	genomic DNA from formalin fixed paraffin embedded normal kidney 31	GSE59157	Wilms tumour 9	"tissue: Wilms tumour;	matched trios: matched trio 16;	matched pairs: matched pair 18;	Sex: M;	laterality: Bilateral;	overall tumour histology: regressive;	disease state: cancer"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Wilms tumor
GSM1429559	genomic DNA from formalin fixed paraffin embedded normal kidney 32	GSE59157	Wilms tumour 10	"tissue: Wilms tumour;	matched trios: matched trio 17;	matched pairs: matched pair 19;	Sex: M;	laterality: Bilateral;	overall tumour histology: anaplastic;	disease state: cancer"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Wilms tumor
GSM1429560	genomic DNA from formalin fixed paraffin embedded normal kidney 33	GSE59157	Wilms tumour 11	"tissue: Wilms tumour;	matched trios: NA;	matched pairs: NA;	Sex: F;	laterality: Unilateral;	overall tumour histology: mixed;	disease state: cancer"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Wilms tumor
GSM1429561	genomic DNA from formalin fixed paraffin embedded normal kidney 34	GSE59157	Wilms tumour 12	"tissue: Wilms tumour;	matched trios: matched trio 18;	matched pairs: matched pair 20;	Sex: F;	laterality: Bilateral;	overall tumour histology: epithelial;	disease state: cancer"	NA	DNA was extracted from formalin fixed paraffin embedded tissue using the Dneasy kit (QIAGEN)	NA		1	Kidney		Wilms tumor
