gsm	title	series_id	source_name_ch1	characteristics_ch1	treatment_protocol_ch1	extract_protocol_ch1	description	supplementary_file	relevant	tissue	cell_type	disease
GSM1257669	GM02704	"GSE52025,GSE53261"	genomic DNA from GM02704	"gender: male;	tissue: skin;	cell type: fibroblast;	cell line: GM02704"	NA	Genomic DNA was extracted from cell pellets using the DNeasy Blood and Tissue Kit (Qiagen) according to manufacturer’s protocol.	"SAMPLE 1;	primary skin fibroblast sample"		0			
GSM1257670	GM02706	"GSE52025,GSE53261"	genomic DNA from GM02706	"gender: female;	tissue: skin;	cell type: fibroblast;	cell line: GM02706"	NA	Genomic DNA was extracted from cell pellets using the DNeasy Blood and Tissue Kit (Qiagen) according to manufacturer’s protocol.	"SAMPLE 2;	primary skin fibroblast sample"		0			
GSM1257671	GM01650	"GSE52025,GSE53261"	genomic DNA from GM01650	"gender: female;	tissue: skin;	cell type: fibroblast;	cell line: GM01650"	NA	Genomic DNA was extracted from cell pellets using the DNeasy Blood and Tissue Kit (Qiagen) according to manufacturer’s protocol.	"SAMPLE 3;	primary skin fibroblast sample"		0			
GSM1257672	GM01653	"GSE52025,GSE53261"	genomic DNA from GM01653	"gender: male;	tissue: skin;	cell type: fibroblast;	cell line: GM01653"	NA	Genomic DNA was extracted from cell pellets using the DNeasy Blood and Tissue Kit (Qiagen) according to manufacturer’s protocol.	"SAMPLE 4;	primary skin fibroblast sample"		0			
GSM1257673	GM02640	"GSE52025,GSE53261"	genomic DNA from GM02640	"gender: male;	tissue: skin;	cell type: fibroblast;	cell line: GM02640"	NA	Genomic DNA was extracted from cell pellets using the DNeasy Blood and Tissue Kit (Qiagen) according to manufacturer’s protocol.	"SAMPLE 5;	primary skin fibroblast sample"		0			
GSM1257674	GM02641	"GSE52025,GSE53261"	genomic DNA from GM02641	"gender: female;	tissue: skin;	cell type: fibroblast;	cell line: GM02641"	NA	Genomic DNA was extracted from cell pellets using the DNeasy Blood and Tissue Kit (Qiagen) according to manufacturer’s protocol.	"SAMPLE 6;	primary skin fibroblast sample"		0			
GSM1257675	WG2414	"GSE52025,GSE53261"	genomic DNA from WG2414	"gender: male;	tissue: skin;	cell type: fibroblast;	cell line: WG2414"	NA	Genomic DNA was extracted from cell pellets using the DNeasy Blood and Tissue Kit (Qiagen) according to manufacturer’s protocol.	"SAMPLE 7;	primary skin fibroblast sample"		0			
GSM1257676	WG2415	"GSE52025,GSE53261"	genomic DNA from WG2415	"gender: female;	tissue: skin;	cell type: fibroblast;	cell line: WG2415"	NA	Genomic DNA was extracted from cell pellets using the DNeasy Blood and Tissue Kit (Qiagen) according to manufacturer’s protocol.	"SAMPLE 8;	primary skin fibroblast sample"		0			
GSM1257677	WG3465	"GSE52025,GSE53261"	genomic DNA from WG3465	"gender: male;	tissue: skin;	cell type: fibroblast;	cell line: WG3465"	NA	Genomic DNA was extracted from cell pellets using the DNeasy Blood and Tissue Kit (Qiagen) according to manufacturer’s protocol.	"SAMPLE 9;	primary skin fibroblast sample"		0			
GSM1257678	WG3466	"GSE52025,GSE53261"	genomic DNA from WG3466	"gender: female;	tissue: skin;	cell type: fibroblast;	cell line: WG3466"	NA	Genomic DNA was extracted from cell pellets using the DNeasy Blood and Tissue Kit (Qiagen) according to manufacturer’s protocol.	"SAMPLE 10;	primary skin fibroblast sample"		0			
