gsm	title	series_id	source_name_ch1	characteristics_ch1	treatment_protocol_ch1	extract_protocol_ch1	description	supplementary_file	relevant	tissue	cell_type	disease
GSM1487113	Normal-1	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	2		1	Liver		Healthy
GSM1487114	Normal-2	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	91		1	Liver		Healthy
GSM1487115	Normal-3	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	461		1	Liver		Healthy
GSM1487116	Normal-4	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	598		1	Liver		Healthy
GSM1487117	Normal-5	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	733		1	Liver		Healthy
GSM1487118	Normal-6	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	106N		1	Liver		Healthy
GSM1487119	Normal-7	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	134N		1	Liver		Healthy
GSM1487120	Normal-8	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	20N		1	Liver		Healthy
GSM1487121	Normal-9	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	212N		1	Liver		Healthy
GSM1487122	Normal-10	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	230N		1	Liver		Healthy
GSM1487123	Normal-11	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	281N		1	Liver		Healthy
GSM1487124	Normal-12	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	284N		1	Liver		Healthy
GSM1487125	Normal-13	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	291N		1	Liver		Healthy
GSM1487126	Normal-14	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	294N		1	Liver		Healthy
GSM1487127	Normal-15	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	300N		1	Liver		Healthy
GSM1487128	Normal-16	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	322N		1	Liver		Healthy
GSM1487129	Normal-17	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	397N		1	Liver		Healthy
GSM1487130	Normal-18	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	417N		1	Liver		Healthy
GSM1487131	Normal-19	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	419N		1	Liver		Healthy
GSM1487132	Normal-20	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	449N		1	Liver		Healthy
GSM1487133	Normal-21	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	476N		1	Liver		Healthy
GSM1487134	Normal-22	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	520N		1	Liver		Healthy
GSM1487135	Normal-23	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	522N		1	Liver		Healthy
GSM1487136	Normal-24	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	527N		1	Liver		Healthy
GSM1487137	Normal-25	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	534N		1	Liver		Healthy
GSM1487138	Normal-26	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	539N		1	Liver		Healthy
GSM1487139	Normal-27	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	540N		1	Liver		Healthy
GSM1487140	Normal-28	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	549N		1	Liver		Healthy
GSM1487141	Normal-29	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	552N		1	Liver		Healthy
GSM1487142	Normal-30	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	566N		1	Liver		Healthy
GSM1487143	Normal-31	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	571N		1	Liver		Healthy
GSM1487144	Normal-32	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	576N		1	Liver		Healthy
GSM1487145	Normal-33	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	756N		1	Liver		Healthy
GSM1487146	Normal-34	GSE60753	liver	"disease status: Normal;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	757N		1	Liver		Healthy
GSM1487147	Cryptogenic Cirrhosis-1	GSE60753	liver	"disease status: CC;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	4		1	Liver		Cryptogenic Cirrhosis
GSM1487148	Cryptogenic Cirrhosis-2	GSE60753	liver	"disease status: CC;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	109		1	Liver		Cryptogenic Cirrhosis
GSM1487149	Cryptogenic Cirrhosis-3	GSE60753	liver	"disease status: CC;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	144		1	Liver		Cryptogenic Cirrhosis
GSM1487150	Biliary Cirrhosis-1	GSE60753	liver	"disease status: Cbil;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	100		1	Liver		Biliary Cirrhosis
GSM1487151	Biliary Cirrhosis-2	GSE60753	liver	"disease status: Cbil;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	165		1	Liver		Biliary Cirrhosis
GSM1487152	Genetic Cirrhosis-1	GSE60753	liver	"disease status: CG;	tissue: liver"	NA	"Genomic DNA was extracted by proteinase K treatment, phenol:chloroform extraction, and ethanol precipitation."	197		1	Liver		Genetic Cirrhosis
